,access,starttime,endtime,duration,circle,sen_name,sat_name,fac_name,toptime,topazangle,topelangle
377,3,2022/10/20 15:07:59.956,2022/10/20 15:08:39.986,40.030,7,sen9,sat15,fac1,2022/10/20 15:08:19,333.812,45.423
378,1,2022/10/20 05:40:06.669,2022/10/20 05:40:46.091,39.422,2,sen9,sat18,fac1,2022/10/20 05:40:26,7.534,45.580
379,2,2022/10/20 07:26:10.000,2022/10/20 07:28:46.104,156.104,3,sen9,sat18,fac1,2022/10/20 07:27:28,2.806,57.414
380,3,2022/10/20 09:13:31.334,2022/10/20 09:15:29.674,118.340,4,sen9,sat18,fac1,2022/10/20 09:14:30,354.684,51.078
381,1,2022/10/20 04:39:31.929,2022/10/20 04:42:35.823,183.894,1,sen9,sat19,fac1,2022/10/20 04:41:03,111.964,53.639
382,2,2022/10/20 18:09:04.036,2022/10/20 18:13:32.162,268.125,9,sen9,sat19,fac1,2022/10/20 18:11:18,256.588,74.684
383,1,2022/10/20 05:39:13.451,2022/10/20 05:42:29.205,195.754,2,sen9,sat2,fac1,2022/10/20 05:40:51,222.104,57.360
384,2,2022/10/20 14:57:16.318,2022/10/20 15:01:22.621,246.303,7,sen9,sat2,fac1,2022/10/20 14:59:19,308.058,73.153
385,1,2022/10/20 05:15:35.595,2022/10/20 05:19:01.914,206.319,1,sen9,sat20,fac1,2022/10/20 05:17:18,133.268,73.077
386,1,2022/10/20 22:31:22.824,2022/10/20 22:32:03.205,40.381,12,sen9,sat21,fac1,2022/10/20 22:31:42,359.263,45.635
387,1,2022/10/20 19:56:30.574,2022/10/20 19:59:54.365,203.791,10,sen9,sat22,fac1,2022/10/20 19:58:12,82.946,76.927
388,1,2022/10/20 06:54:03.981,2022/10/20 06:56:46.853,162.871,2,sen9,sat24,fac1,2022/10/20 06:55:24,45.708,86.060
389,2,2022/10/20 13:04:12.404,2022/10/20 13:05:37.036,84.632,6,sen9,sat24,fac1,2022/10/20 13:04:54,161.763,49.777
390,3,2022/10/20 14:36:29.552,2022/10/20 14:38:34.637,125.085,7,sen9,sat24,fac1,2022/10/20 14:37:31,340.362,57.888
391,1,2022/10/20 07:14:54.910,2022/10/20 07:19:00.399,245.489,2,sen9,sat25,fac1,2022/10/20 07:16:57,147.634,63.917
392,2,2022/10/20 22:34:17.536,2022/10/20 22:38:55.038,277.502,11,sen9,sat25,fac1,2022/10/20 22:36:36,40.344,78.221
393,1,2022/10/20 07:58:26.438,2022/10/20 08:01:04.953,158.516,3,sen9,sat26,fac1,2022/10/20 07:59:45,204.374,62.084
394,2,2022/10/20 15:50:26.694,2022/10/20 15:53:21.034,174.340,8,sen9,sat26,fac1,2022/10/20 15:51:53,328.763,69.283
395,1,2022/10/20 07:28:11.263,2022/10/20 07:31:01.364,170.100,3,sen9,sat27,fac1,2022/10/20 07:29:36,208.505,57.031
396,2,2022/10/20 14:44:36.205,2022/10/20 14:46:03.551,87.346,7,sen9,sat27,fac1,2022/10/20 14:45:19,151.437,47.457
397,1,2022/10/20 07:29:11.544,2022/10/20 07:34:11.917,300.374,3,sen9,sat28,fac1,2022/10/20 07:31:41,216.657,79.755
398,2,2022/10/20 15:13:08.151,2022/10/20 15:16:17.154,189.003,7,sen9,sat28,fac1,2022/10/20 15:14:42,150.452,52.385
399,1,2022/10/20 11:40:06.181,2022/10/20 11:44:26.536,260.356,5,sen9,sat29,fac1,2022/10/20 11:42:16,77.027,81.311
400,2,2022/10/20 22:53:48.285,2022/10/20 22:58:04.849,256.564,11,sen9,sat29,fac1,2022/10/20 22:55:56,101.283,77.266
401,1,2022/10/20 20:13:38.208,2022/10/20 20:17:19.649,221.442,11,sen9,sat3,fac1,2022/10/20 20:15:28,205.342,80.762
402,2,2022/10/21 03:27:41.732,2022/10/21 03:31:15.500,213.769,15,sen9,sat3,fac1,2022/10/21 03:29:28,338.535,73.808
403,1,2022/10/20 12:26:00.830,2022/10/20 12:28:33.644,152.814,6,sen9,sat4,fac1,2022/10/20 12:27:16,224.624,76.238
404,2,2022/10/20 21:38:09.341,2022/10/20 21:40:46.926,157.585,12,sen9,sat4,fac1,2022/10/20 21:39:27,312.127,86.278
405,1,2022/10/20 22:56:59.838,2022/10/20 22:59:35.015,155.177,12,sen9,sat5,fac1,2022/10/20 22:58:17,274.673,58.336
406,1,2022/10/20 16:54:49.798,2022/10/20 16:57:33.091,163.294,9,sen9,sat6,fac1,2022/10/20 16:56:11,125.344,63.959
407,1,2022/10/20 04:30:50.787,2022/10/20 04:34:50.820,240.032,1,sen9,sat7,fac1,2022/10/20 04:32:50,302.490,84.643
408,2,2022/10/20 17:23:34.650,2022/10/20 17:27:24.924,230.274,8,sen9,sat7,fac1,2022/10/20 17:25:29,54.668,74.051
409,1,2022/10/20 12:41:21.183,2022/10/20 12:46:08.425,287.242,5,sen9,sat9,fac1,2022/10/20 12:43:44,283.080,81.715
410,2,2022/10/21 02:18:43.597,2022/10/21 02:21:14.615,151.018,13,sen9,sat9,fac1,2022/10/21 02:19:58,241.643,49.895
